,retweet_from,tweet_length,encoded_sentiment,polarity,tweet,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11,pc_12,pc_13,pc_14,pc_15,pc_16,pc_17,pc_18,pc_19,pc_20,pc_21,pc_22,pc_23,pc_24,pc_25,pc_26,pc_27,pc_28,pc_29,pc_30,pc_31,pc_32,pc_33,pc_34,pc_35,pc_36,pc_37,pc_38
10,77,103,1,0.175,nine year ago today falcon the first privately liquid fuel rocket to orbit earth,-0.027486029162781825,-0.0399251291181376,-0.05808048166959423,-0.11945084205143469,0.03415213827949132,0.08992498177949494,0.007076478837514831,0.005562418610428498,-0.020107790125272664,-0.009005022484549777,0.04020522341302205,0.021162203945943623,-0.012108050684458166,0.00893810365540314,-0.008399026965161578,0.03397037302473418,-0.040645126547141135,-0.014318107888784308,0.05979372866490232,0.013761646876702619,-0.06644302485180474,0.031424901290916796,0.07356935601088202,0.03448343698755008,0.06344246498322488,-0.003603434725262278,0.11629122501027819,-0.0023711012947715206,0.01226315386611604,-0.05564286549817858,-0.07326804482842736,-0.00041441405849564474,-0.006536802214331061,-0.005023980509069437,0.04809810650938459,-0.044667303956338236,0.01864876380165532,-0.02349940364638856
11,171,30,0,0.0,just another day in the office,-0.029426457958663922,-0.035145357055470436,-0.046931966822279146,0.00120404692821224,0.0791600622344106,-0.010083415953274845,-0.10913579011314821,-0.07898480442332792,-0.03557113255919067,0.10648980926741292,0.006170871521014618,0.022131526184104855,0.12085560354748369,0.08041128683672079,-0.08172517376926963,0.002263510992085005,-0.004091395560550621,-0.07382152935590297,0.01085585922661019,-0.02901309187280057,0.021376606166260123,0.0215848818103992,0.00624307213697904,0.0437617550939752,0.04355113863225793,0.012337549854846556,-0.006967380883198991,-0.000724737104202022,-0.024384688354577067,-0.00859305144299774,-0.05128069894723531,-0.03644845128645259,0.02004964888792982,0.055844873555125865,0.0398749645723981,-0.012136365568965194,0.021770342257792973,0.09517939763779369
12,171,25,1,0.5,i love you,-0.016642988960785067,0.0327020088259806,0.06913005913505675,0.06603087022455809,-0.024981692120434912,-0.08722628644911878,0.03444010108773714,0.036845938268355846,0.030774843298654438,0.2150087039162923,0.0412919980645335,0.006748089418970527,-0.12994737949684068,0.32023683505231615,0.21836114566454784,-0.20884628253554094,0.13661777712132073,0.04104884214287694,-0.15105781335018598,0.21507467819535625,0.000326383125213877,0.32964942531342667,-0.02911700755909272,0.08177714643033536,-0.032229955830616545,0.01668342583089654,0.08389415129507266,-0.11666255399124856,0.006788870617782288,-0.04113662577698335,0.0015345636592366783,0.05114182512717955,0.0018569912078312475,-0.0445662390235877,0.11508253554059927,-0.08128537137865945,-0.10214286001869792,0.08674699268499664
13,160,91,1,0.375,so excited to say that now officially a at beauty is for all age,-0.03385529886325056,-0.014496414175644665,-0.022924587198252855,0.016658347942348203,-0.07513633579934881,0.10272270220317647,0.05398957275751551,-0.04496247370130811,-0.01888918624451643,-0.11273930411028954,-0.0351767924292843,0.029640033474919322,0.03008720060404582,-0.026240492304052423,0.0829863626242396,-0.09387310041184094,0.10635570984646693,-0.0170970506538484,-0.07275194439275083,0.012321561918825089,0.09206801676060132,-0.12448218522822832,-0.11412499722102301,-0.097492547089349,-0.008650054959026814,-0.05388497660613149,0.1128909811830577,0.07085362170938271,0.016811728112627683,0.05432338402747855,-0.1130127671843683,-0.009360082811283954,-0.105859887778075,-0.06917852660436212,0.08849994735523803,0.0475136698729149,-0.003680628904830863,0.010596690026408685
14,171,137,-1,-0.13333333333333333,idea for paying b dev cost underpants which turned out to be um lucrative than,-0.018798178143672347,0.013253425741033619,0.013485634518047802,-0.0011870954894804494,-0.0876708250527151,0.05104512085514302,-0.04650474836089786,0.02297643142459345,-0.0014026711147152138,-0.04831525771304285,-0.025778122835075606,-0.002119713969719051,0.0034784088398600744,-0.04464692351014038,0.06371762934077513,0.02196922385907609,0.008250150051650489,0.009818532513631557,0.005676310649192183,0.001277119587525769,0.029258905731758742,-0.0013845170709788006,-0.00028609999412055167,0.01257256930818603,-0.038231846107727556,-0.022726578808317854,0.0663038006068562,0.0112522436187628,-0.006592103139800642,0.0381741445848793,0.004206101017851155,-0.010607517493935735,0.06058927498245349,-0.008136083483077374,0.013257714368259886,0.0323000852225732,-0.013475787864610157,0.005156602666024545
15,171,131,1,0.2406926406926407,headed to soon to describe new planetary colonizer design in detail this should be worth seeing design feel right,-0.0278980597339236,-0.01126311396273584,0.006293708656975619,0.009795552932936585,-0.10094078784831838,0.046667497386669296,-0.12353518175476173,0.012322588401940686,0.047681343729410214,-0.05026018684149114,-0.021356853774170792,0.03564733760132123,0.014516560988984366,-0.04082454987772616,-0.059643834858775564,-0.011389917848052397,-0.07593235849407452,-0.05045528025348823,-0.004484469158913613,0.09613662906833934,0.007938368530745686,0.06318041589188214,0.02323331943179759,-0.06369387975335497,-0.036280204652222904,-0.030834246678571813,0.02911919796311033,0.032163925838297226,-0.052772622522811785,-0.007991256789496711,-0.0344913147625179,-0.06266220386439107,0.07770476711116982,-0.069432961743084,0.027715624504501726,0.000793872627719501,0.04195356337117666,-0.03774325570919525
16,171,13,0,0.0,yes i did,0.5752208795269051,0.001746777443524246,0.006664865540876436,0.006639886358093174,-0.005088351013410379,-0.010330758566123859,0.009590712015693417,0.004599797981267482,-0.0011931325748868143,0.010633759253602425,0.010459052331066698,-0.004904939806440486,-0.018311042285471188,0.03177111948602425,0.005102257719938953,-0.011022186110796492,-0.0004584396592923214,-0.007275030345150419,-0.0005480523609311858,-0.0012351552383638707,-0.009127776827092218,-0.001694349856960169,0.028406969776804805,0.002394323513499093,0.019737338897590724,0.006902752434893371,0.006095169943759883,-0.0058073525757658395,0.018187787007516814,0.0018128319453648324,-0.00349895932601807,0.004598631813819359,0.010264871202028425,-0.00035264712892591767,-0.004508712875941803,-0.013937965111597802,0.03022801828424366,0.011457410070828136
17,171,67,1,0.35,good article from several year ago about the value of fiction,-0.022722154718895222,-0.039696803210093466,-0.03429158623226683,-0.04957505622757406,0.08372526693824289,-0.05461263469968326,0.01566551297556208,0.08376523640509899,-0.14980182879915757,0.10444810134011105,-0.08800401277256059,0.01803433202921366,0.003534644875403439,-0.09614655012359259,-0.05199663166392776,-0.04334889146688492,-0.028875963822981347,0.006977713483109502,0.034100185289232636,0.022464673747127243,-0.006661144638499506,0.014879261133474573,0.06712834590444271,-0.06022331110608268,-0.027036057737368422,-0.0445473228153252,-0.09132121858905425,0.024554811576110367,0.07060068220038236,-0.10550117537563093,0.09985684256659519,-0.019925524715835398,-0.0013156017083712644,-0.04140959983867131,0.16716320537834503,0.02002048705566453,0.020505942706701044,-0.04855457862050432
18,171,3,0,0.0,yes,0.9839327959289523,-0.012092436040773598,-0.026092975955498688,-0.007022350382296195,0.020404355806172392,0.012575613099963287,-0.0025876575807986823,-0.00130372796689666,0.005026053576679666,-9.271083674537023e-05,0.0015055026884290275,0.00894656417411318,0.0011522163760712479,0.007954381549016426,0.0035739712615877914,0.0059075566764624846,0.0073846487013415445,0.00029311448386659883,-0.004529344120032341,-0.0015128811712547912,0.002294303751085699,0.0023408165667177143,-0.006097778832592042,-0.003927124325819103,-0.001739036559286061,-0.0037664619952267036,-0.003700826907253798,-0.003438473357950667,-0.009354164865814045,0.0026536811619718155,-0.007375848680746631,-0.001848255570383529,-0.003733761098405618,-0.0036191016803462806,-0.000978253698519024,-2.3437843813191154e-05,-0.0007040625623592704,0.002904904761405023
19,171,93,0,0.0,simulation of how the interplanetary spaceship and rocket design would work will be,-0.036881286514448296,-0.06583982544078268,-0.05761701005802201,-0.03650745363298543,0.03578623704644978,-0.004479255042117788,-0.05335542315094855,0.10087252898945133,0.13532465224368762,0.08985973807258801,0.024717437545158802,-0.09218025050315408,0.06525961917175063,-0.10346774380841096,-0.024071179715353924,0.06212270438807736,0.012587441667962152,0.12899193075776483,0.06501166907129198,0.004684060167298127,0.03887961948610395,0.05637104667181317,0.008248974876082877,0.0431146357406371,-0.004565540485991213,-0.021886843868557385,0.03086264759380959,-0.009695695052366978,-0.05865509622131098,-0.02364839610941148,-0.04497865628769158,-0.009548735380065737,0.028075354842063097,-0.045783496544451775,-0.021548823446869023,0.019571516450827137,0.024400222186157096,-0.06386318769476387
20,171,4,1,0.7,good,-0.005638572409522095,0.027152604265168107,0.07765529798291172,-0.046882822584466605,-0.1292893435112473,-0.018130183456623608,0.1873119035285182,0.11904723559126487,-0.46431649258833635,0.3475075160833283,-0.49108223365725673,0.08710556813184515,0.040659405113499934,-0.2819832396655573,-0.12691251395888442,-0.03111714197421193,0.09227525088308673,0.07439613742344914,0.04850841245264011,0.07694530063545152,-0.02760648134997655,-0.02911582274166523,-0.010955487662107377,-0.023097508692357754,0.010977166497724074,0.058601844501764,-0.012142058488402514,-0.11548803196291792,0.00590108834243295,-0.04104905522870725,0.012787452704012775,-0.03268618531899368,0.0909924524309495,-0.0029733464808351946,0.01014161055534316,-0.030824612449167052,-0.028829711479661842,0.00415877311793847
21,171,90,1,0.08125,major improvement some unexpected application to be unveiled on at in,-0.02924485943771805,-0.023321355965606767,-0.010851195883553443,-0.08705564786387378,-0.07666927421297794,0.04795972443788181,-0.0566804543786233,-0.07240649290047739,0.09682545235005947,0.03564059362515545,-0.020603802929074773,0.02056342480789795,-0.01904709697938104,-0.016144717631087102,-0.11349622427821233,0.011087519766382021,0.0010792953448425604,-0.06253570076859494,-0.08661382678745443,-0.01677084207929706,0.13875018391836846,0.007125227280257419,0.0006353215603827924,-0.054361640818224,-0.022060494354080633,0.03171273425570246,0.05265928318960471,-0.035592685440147605,-0.08177323314154075,0.030983415964182557,0.0159407163152852,-0.02750008227567657,0.0558542996105223,-0.05034082634157391,-0.009320077263512121,0.04937905647567613,0.016056278232329486,-0.03287404054182955
22,171,67,0,0.0,presentation of interplanetary spaceship rocket design from,-0.016035858969106608,-0.01563714795394221,-0.0023136471020958694,-0.1069992174629386,0.046265781066008906,-0.05670360518434242,0.025576533270144912,0.10461385599871935,-0.03240098034695596,-0.020911646712371022,0.012601031070411302,-0.00739163488199938,-0.006314226384759088,0.028940139971882464,-0.023741021149236437,-0.016071435211164598,-0.04220226760830125,-0.0063811096090137555,0.025239942152981663,-0.017458295160156595,-0.02563366216000491,0.017872774421008257,0.06053453661082271,0.05852156966586107,0.04934214689137226,-0.018178305167422235,-0.0001431566251203027,0.027966999373952018,0.051154550859523376,-0.0812645393463058,0.00258246026645137,0.0077713279626470495,0.000172660628076689,-0.009621227662112776,0.06760968382172697,0.08303084808551543,0.029812566854313514,-0.07632570049874093
23,171,96,1,0.25,not a lot of money for a giant like wish do more off by a zero,-0.029624347929341474,-0.004674993779371724,-0.0008230780193356128,0.010358023203656244,-0.0030464152641336154,-0.07033262420772633,0.0018532633168466357,0.09079464348085729,0.013715824600253205,-0.047535441064922426,-0.024092879915333244,-0.03260294135248287,0.018734130933550155,-0.02417237321541021,0.12726712433535867,0.019982131942545982,0.011628332222864808,-0.06236216716280078,-0.03007462228958132,-0.08186197263402979,-0.06690206486026794,-0.08231530290224015,0.04552541289262559,-0.005924075101820355,-0.04454180751209455,-0.025846907310053773,0.043262606177529944,0.02371379395634589,-0.05618911641278906,0.022443253752438018,0.17591601619021227,0.08474210899629935,0.01071529781001836,0.04107617049870233,-0.03434679477292158,-0.05020652394862379,0.020054667538094637,0.13521330244314325
24,50,73,1,0.1,shocking winner of our latest drag race maybe even,-0.013707249971374217,0.007697041406068277,0.020866250886161865,-0.041788035764169416,0.03268460193788423,-0.09437068894371141,-0.006760217298107505,0.07046452635450516,-0.002376464787480249,-0.012673118176397989,-0.0005991157641888688,-0.01388171998135403,-0.0023696259678255387,0.01772803380781719,-0.003054089307397832,-0.008874097840343766,-0.018470327351959984,-0.013825632358885027,0.011353594534708227,-0.0070237136824751484,0.020088608701284472,-0.010217886497653353,0.00602869117193759,0.024603007145172103,-0.006258657584121855,-0.007131973957729886,0.0205393044458145,-0.01741667722203369,0.05985748811192221,0.03417869587720355,-0.004780658439823719,0.029724043029404294,0.018254255089452227,0.005827195786670092,-0.014163764986958101,0.0236311319588657,0.0332209862136334,-0.002157465586174204
25,171,122,1,0.325,give up if the cause is important enough even if you believe you are walking into doom good friend really matter,-0.02688859299655258,-0.01303783374634907,0.00025156047673870544,0.11184695027404094,-0.007442363660606926,0.010986236343213234,0.06358887333139619,0.028880824465058033,-0.0973039142790276,0.13892257211525635,-0.03100193829396354,-0.03691731832595527,-0.033191894243467523,0.09061316681326466,0.058297680681331704,-0.17157922674445994,0.0868104272388493,0.07883131263447761,-0.05013845919621621,0.11436085635152651,-0.037014218353955734,0.11671756565216641,-0.03214541543891615,-0.002444336990968398,-0.08641950618007332,0.05850493777938165,0.032700962104604485,-0.08230384024130988,0.014204127412178075,-0.010243553045395367,-0.03901497523927816,-0.03360564639024091,0.035212925237601334,-0.026727286199511813,-0.021843643040605015,0.0695059110083297,-0.07669269182206079,0.036607944286646335
26,171,79,1,0.2875,absolutely moreover we expect to expand the facility significantly over time,-0.019350728731242196,-0.013857318011536042,-0.02295978879684737,0.0013116461979672763,-0.0019623923051823523,0.05840159009747999,-0.0748890912904591,0.02152347373021744,-0.026550158829730847,0.017114606243590458,0.0492504161169789,-0.00336709914215778,-0.04357876982288705,0.009114191193113155,-0.005842048054486671,-0.03723763555125026,0.00021351590507163965,-0.01045018635527897,0.016181641048284602,-0.009619713308993427,-0.003289748119499923,-0.05747697060224719,0.07300486278280419,-0.04125519775644917,0.029569867252275246,0.0435616378646493,-0.02283755421609502,-0.045628142938769566,0.047916033235415496,0.053673158075398124,-0.0288735635660179,0.049085377434227626,0.030479677121599026,0.08922488921768562,0.06599553050570038,-0.04456171671540957,-0.014718728754130916,-0.0269170970430783
27,171,29,0,0.0,doe my count a me,-0.010121681287272566,0.024049281241230215,0.056689005611880984,0.011755395985282689,-0.023579607003167323,-0.0844720717561237,0.011569130747589262,-0.022393248620937552,-0.04766970362171024,-0.0004735906395090094,0.028555714748255315,0.0035346044655015113,-0.03986054182446629,0.04257891852831988,0.01247744399654357,-0.03537880089104656,-0.028487490841927688,0.017253740464000158,-0.036915451013295686,0.010031680735673938,0.11140058723472213,0.0027138991405810517,0.03410661977282391,0.11119797736365301,0.16088107272939772,-0.050810958189509876,-0.1066805917033919,0.058355893266044956,-0.04848830676531836,0.016996973105189384,0.07393122470831906,-0.04628585786167674,0.011709906848382166,0.021565410184023616,-0.0014448051066162488,0.05281300201944077,-0.02130969998276902,0.03637123893420541
28,171,104,-1,-0.25,not just sent a reminder to store that we just want people to look forward to their,-0.03627737698133318,-0.01253020644121583,-0.03794380393793814,0.05447793346775012,-0.12849504022275265,0.18460658850561704,-0.16458040657393538,0.11625644883445002,-0.08815872060209873,-0.06129242250544284,0.028524988014298987,0.05276987299952614,-0.06968988085308829,0.07667696007640003,-0.020118898224897486,-0.06057631288931259,-0.017516289423663164,-0.01061895815378674,-0.0438059954966031,-0.10658948518004575,-0.05697431097765181,-0.10957447217990597,-0.003330990768321006,-0.039961572220889356,0.09012587002403437,0.0715312077598574,0.03991896119028613,-0.020521328277838563,-0.11342787003522044,-0.05976716804403996,0.03370682975365684,-0.07814694151931133,0.03465206945553993,0.03029637107196323,0.0431570150321117,-0.06779650701861431,0.024408145272250697,0.1737644086707576
29,171,100,0,0.0,in discussion with national just need a temporary reprieve on local content requirement un,-0.016122042634847903,0.004890382735315223,0.026505188093134558,-0.027767942971423952,-0.030855709969671255,-0.04319321437965434,-0.03587580521729058,-0.07013612140241754,0.0036059061113051572,0.055777554085725274,-0.007512855539211608,-0.0038798164165689372,-0.0030795879590917565,0.05280966707086744,-0.044495560633655055,0.042998530344969206,-0.05439036921946341,-0.062403041277124455,-0.0649877984029831,-0.0524406859703077,-0.010711429725176356,-0.01770169401430159,-0.03409211988249163,0.008147628490541684,0.031829996054463815,-0.02114919424285001,-0.022913688692468456,-0.02556575309395138,0.006963756631256889,-0.003405340187303417,-0.01944107135737879,-0.039086266626694406,0.0710970743211388,0.03584723921147757,-0.017031876815847127,-0.03191771663502117,0.01130586022949429,0.0474785589960907
30,171,54,0,0.0,what if we just made a version of the semi,-0.03537859781979552,-0.04744418190870806,-0.052419096702297094,0.04114625237274069,0.12684365495840597,-0.03826204991255279,-0.04523164106292747,0.11423411397985443,0.0022694867882178016,0.06973142386307855,0.04215765815542941,-0.04881807321506328,-0.02064624080309279,0.0849546682310585,0.017694118099057746,-0.042203756737939205,0.02904031794139556,-0.02190217129603748,-0.0035641940620017884,-0.040330911856447806,-0.09830110110654784,-0.09072466758232184,0.062071606642156704,-0.03863841603654995,0.04481600950057554,0.08522215208584397,-0.018151718921231408,-0.05309105099085207,-0.030814315001121854,-0.012973255890232493,-0.028920465142959376,0.019513982344838615,0.12366061997021785,-0.014923285832324525,0.0623510114734196,-0.03078624884045618,-0.002142277829693567,0.14623971961561363
31,171,12,0,0.0,of course,-0.02794602687152533,-0.04188775508577721,-0.03413070172465652,-0.15539723368016112,0.22970945612508858,-0.2935994559566391,0.04257325716306482,0.4949718919649803,0.09592135408344248,-0.08081178213495549,-0.06337349983458776,0.0032404593337413815,0.04152699291448033,0.12024545701411145,0.08038289957086495,0.04582467575266646,0.03640633793115657,0.019505863391161206,-0.08621877630359671,0.039553607582738244,0.0855976914238174,-0.04579910869754272,-0.14677677603728984,-0.07934022309418953,0.026691758009720377,-0.019054319587244028,0.0004224025620162572,-0.12364971411199868,0.010350058879124553,-0.0337124099115489,0.07174538944183267,-0.1477644359857194,0.08375149090471248,0.08187392916706283,0.07186182205087549,-0.012742424702651692,-0.034013461826661644,-0.16169191439705266
32,171,20,1,0.16,high re version at,-0.01411517504283656,0.006095270761265368,0.029938251652645912,-0.10238016246294109,-0.023610419614269764,-0.04369623167623394,0.06638210144160955,-0.07826597829543061,0.045339602988087216,-0.021230767683451154,0.011475677591579204,-0.00973300536009414,-0.02909973150000167,0.005602232013634568,-0.039480441547083536,-0.08764545873303298,0.04528951845288385,-0.009949110203494486,0.015899255098275993,0.02591618488407713,0.14894604774251194,-0.09717202610926942,0.09070785528200712,-0.06170182356525799,0.0066744073444334525,0.02119146721198157,0.0793294238420445,-0.06298375978114111,-0.04597813060067833,-0.02458624135132341,-0.0054747390190368565,0.04601214523062283,0.01109270186046732,-0.04201705503412331,-0.03181619604875112,0.04364555132663875,-0.028692126014209608,-0.004346450528897062
33,171,10,1,0.5,most of it,-0.03730292965417381,-0.05594798683575225,-0.040876986766828986,0.10566597681719528,0.10802181073717383,-0.0858050895439221,0.24035985031777324,0.273188355673477,0.16511285816744176,0.01919510787078163,-0.08984053515610457,0.12175049998146972,0.02712449064184799,0.19185923505673633,-0.004086823816475775,0.13633632353234143,-0.04865945643922782,0.004182239879420523,0.0633134338065527,-0.03049108722904059,0.016989956451887424,-0.1155478842928208,0.039547168450760686,-0.06273152948708025,-0.042980507450462835,0.011501776715985922,-0.06639061553611537,0.051508410144258374,0.010378064965714574,0.05732355505609903,0.016993740443829213,-0.00852892596361986,-0.02226325969775461,0.00730909776250533,-0.021566409169875983,0.04129877832826143,0.07657901668565224,-0.012600345930183783
